Total_Pemasukan_Belum,Total_Pengeluaran_Belum,Total_Anggaran_Belum,Total_Tabungan_Belum,Status_Kesehatan_Finansial,Total_Pemasukan,Total_Pengeluaran,Total_Anggaran,Total_Tabungan
10862200,12262470,10443095,1871421,Berisiko,10900000,12300000,10400000,1900000
19577280,7627565,6589647,3814112,Sehat,19600000,7600000,6600000,3800000
11923701,8501449,7995529,1653033,Perlu Perhatian,11900000,8500000,8000000,1700000
14952352,8120181,6618727,4409596,Perlu Perhatian,15000000,8100000,6600000,4400000
11778541,4163172,3031205,2866256,Sehat,11800000,4200000,3000000,2900000
3478471,2027923,1586151,301779,Perlu Perhatian,3500000,2000000,1600000,300000
18368567,3683962,2760405,3632839,Sehat,18400000,3700000,2800000,3600000
10333992,10229444,7282918,1871053,Berisiko,10300000,10200000,7300000,1900000
14219559,2957294,2145759,4327040,Sehat,14200000,3000000,2100000,4300000
12134349,12942423,10925495,2237588,Berisiko,12100000,12900000,10900000,2200000
8155559,9048805,8118911,1291548,Berisiko,8200000,9000000,8100000,1300000
15351170,11319868,12207102,1382693,Perlu Perhatian,15400000,11300000,12200000,1400000
15733827,11532006,11702202,1089491,Perlu Perhatian,15700000,11500000,11700000,1100000
15289564,17560382,14266834,2174394,Berisiko,15300000,17600000,14300000,2200000
19609924,10451074,8356379,5617740,Perlu Perhatian,19600000,10500000,8400000,5600000
7443065,7501725,8073635,1381804,Berisiko,7400000,7500000,8100000,1400000
10001414,4110136,4399722,3595822,Sehat,10000000,4100000,4400000,3600000
12839971,7043685,6395161,774382,Perlu Perhatian,12800000,7000000,6400000,800000
18712207,7306866,5672303,2988246,Sehat,18700000,7300000,5700000,3000000
11854862,8952575,8984371,1274796,Perlu Perhatian,11900000,9000000,9000000,1300000
18557208,20313033,16159921,3086217,Berisiko,18600000,20300000,16200000,3100000
14190093,5887954,4484343,2230039,Sehat,14200000,5900000,4500000,2200000
10904947,3561800,2690684,2143210,Sehat,10900000,3600000,2700000,2100000
15360094,7829392,7553815,2963041,Perlu Perhatian,15400000,7800000,7600000,3000000
17720407,9787072,7253545,5113520,Perlu Perhatian,17700000,9800000,7300000,5100000
11129960,5328965,5408852,2727058,Sehat,11100000,5300000,5400000,2700000
5713307,1662240,1361526,1372844,Sehat,5700000,1700000,1400000,1400000
6837764,1786484,1587523,817506,Sehat,6800000,1800000,1600000,800000
9869703,11810444,8426743,797234,Berisiko,9900000,11800000,8400000,800000
5918014,2832533,2969945,639464,Sehat,5900000,2800000,3000000,600000
5720823,5539721,5221865,1096590,Berisiko,5700000,5500000,5200000,1100000
12961875,4971219,4685394,4877958,Sehat,13000000,5000000,4700000,4900000
4058346,2893117,2761566,570537,Perlu Perhatian,4100000,2900000,2800000,600000
18626492,16858376,13597646,1338114,Berisiko,18600000,16900000,13600000,1300000
16571825,18926109,18683211,2203153,Berisiko,16600000,18900000,18700000,2200000
6320987,7196346,5238518,1035201,Berisiko,6300000,7200000,5200000,1000000
6435684,4890848,3848404,603246,Perlu Perhatian,6400000,4900000,3800000,600000
10000749,6183335,4440779,1285385,Perlu Perhatian,10000000,6200000,4400000,1300000
13743863,15466746,12391473,2571262,Berisiko,13700000,15500000,12400000,2600000
3990447,3325774,3508352,663750,Berisiko,4000000,3300000,3500000,700000
19899400,6352540,6900622,2572288,Sehat,19900000,6400000,6900000,2600000
10824498,7289952,7163755,1317183,Perlu Perhatian,10800000,7300000,7200000,1300000
5135300,4474987,4521966,706730,Berisiko,5100000,4500000,4500000,700000
8297621,7771923,5830473,1075265,Berisiko,8300000,7800000,5800000,1100000
5738223,6127221,5514501,283812,Berisiko,5700000,6100000,5500000,300000
11358568,8605602,6845333,2997808,Perlu Perhatian,11400000,8600000,6800000,3000000
13202077,5585004,4236144,1412226,Sehat,13200000,5600000,4200000,1400000
16381929,14666749,11572915,1404194,Berisiko,16400000,14700000,11600000,1400000
15456646,3656465,3379213,5330311,Sehat,15500000,3700000,3400000,5300000
11487941,3562042,3786218,2038085,Sehat,11500000,3600000,3800000,2000000
9862376,3636436,2812009,1482520,Sehat,9900000,3600000,2800000,1500000
7626016,5508453,4382180,1301042,Perlu Perhatian,7600000,5500000,4400000,1300000
13009678,9113574,6689434,1694486,Perlu Perhatian,13000000,9100000,6700000,1700000
15833711,14976049,11321672,277497,Berisiko,15800000,15000000,11300000,300000
7255308,2751742,2840350,2481798,Sehat,7300000,2800000,2800000,2500000
6197632,2384401,1962867,2099484,Sehat,6200000,2400000,2000000,2100000
7995753,8951922,9800771,575320,Berisiko,8000000,9000000,9800000,600000
16046874,12437283,12106731,3646580,Perlu Perhatian,16000000,12400000,12100000,3600000
8716100,7386771,5351823,1407432,Berisiko,8700000,7400000,5400000,1400000
7910904,4927386,3767625,1402721,Perlu Perhatian,7900000,4900000,3800000,1400000
18625898,18333979,15464537,803182,Berisiko,18600000,18300000,15500000,800000
19629472,15363443,14675196,4431013,Perlu Perhatian,19600000,15400000,14700000,4400000
11053776,12627618,10862669,752414,Berisiko,11100000,12600000,10900000,800000
6886144,2296022,1671373,1403541,Sehat,6900000,2300000,1700000,1400000
7024502,7115979,6780129,938017,Berisiko,7000000,7100000,6800000,900000
16758881,11388528,9572542,4208099,Perlu Perhatian,16800000,11400000,9600000,4200000
5720194,2241714,2099217,1841138,Sehat,5700000,2200000,2100000,1800000
5783358,4092307,4365272,1017025,Perlu Perhatian,5800000,4100000,4400000,1000000
19019058,6066263,4306166,7034014,Sehat,19000000,6100000,4300000,7000000
16555638,9765547,7009099,4162469,Perlu Perhatian,16600000,9800000,7000000,4200000
8181373,8726307,9557603,1523017,Berisiko,8200000,8700000,9600000,1500000
19065806,20005486,16867304,16303,Berisiko,19100000,20000000,16900000,0
17558691,16267111,15020541,1326738,Berisiko,17600000,16300000,15000000,1300000
14184884,11941027,9006277,2136636,Berisiko,14200000,11900000,9000000,2100000
11420081,8603784,6687780,2686393,Perlu Perhatian,11400000,8600000,6700000,2700000
10305758,5415856,5878284,743872,Perlu Perhatian,10300000,5400000,5900000,700000
16291415,18759722,18790062,1131800,Berisiko,16300000,18800000,18800000,1100000
14008433,5323099,3756478,3728208,Sehat,14000000,5300000,3800000,3700000
5332097,3667310,3879956,782097,Perlu Perhatian,5300000,3700000,3900000,800000
17792095,9346386,7717924,3234504,Perlu Perhatian,17800000,9300000,7700000,3200000
8233956,2375774,2105960,1859931,Sehat,8200000,2400000,2100000,1900000
17007312,12169686,10766286,2752775,Perlu Perhatian,17000000,12200000,10800000,2800000
17563012,10936858,11042144,4202653,Perlu Perhatian,17600000,10900000,11000000,4200000
16030862,11863089,9077498,2044378,Perlu Perhatian,16000000,11900000,9100000,2000000
5795866,6839729,6587539,710773,Berisiko,5800000,6800000,6600000,700000
4271685,4705907,4475711,146533,Berisiko,4300000,4700000,4500000,100000
6878654,5835804,4251663,548656,Berisiko,6900000,5800000,4300000,500000
11253546,3341386,3574583,3032767,Sehat,11300000,3300000,3600000,3000000
16511567,18551649,19412258,1879271,Berisiko,16500000,18600000,19400000,1900000
6243501,2412837,1938587,1837974,Sehat,6200000,2400000,1900000,1800000
5163091,2357497,2127777,997825,Sehat,5200000,2400000,2100000,1000000
15517050,6869854,6394850,4865071,Sehat,15500000,6900000,6400000,4900000
13169102,9234774,7521430,1147578,Perlu Perhatian,13200000,9200000,7500000,1100000
6127519,4542341,4165237,1144419,Perlu Perhatian,6100000,4500000,4200000,1100000
13458135,2901698,2772493,4373452,Sehat,13500000,2900000,2800000,4400000
19055731,11054641,8645819,4234451,Perlu Perhatian,19100000,11100000,8600000,4200000
4561307,5393999,3781386,548433,Berisiko,4600000,5400000,3800000,500000
17009955,13321801,9656333,1819888,Perlu Perhatian,17000000,13300000,9700000,1800000
16959253,7359539,5486112,2408583,Sehat,17000000,7400000,5500000,2400000
13813555,8250609,7888612,3401325,Perlu Perhatian,13800000,8300000,7900000,3400000
15215530,14585513,15081607,798651,Berisiko,15200000,14600000,15100000,800000
5877359,3214579,2734523,1623373,Perlu Perhatian,5900000,3200000,2700000,1600000
18818965,21787571,20344961,895149,Berisiko,18800000,21800000,20300000,900000
18688382,7906136,7305025,2983732,Sehat,18700000,7900000,7300000,3000000
8466880,7663011,8210056,1085196,Berisiko,8500000,7700000,8200000,1100000
5469501,6528885,4828654,933910,Berisiko,5500000,6500000,4800000,900000
3833723,1673015,1547784,520237,Sehat,3800000,1700000,1500000,500000
10333166,3717257,3865974,1461999,Sehat,10300000,3700000,3900000,1500000
16491634,17545242,15238397,2927831,Berisiko,16500000,17500000,15200000,2900000
11668194,6339372,5397991,2365161,Perlu Perhatian,11700000,6300000,5400000,2400000
19690454,18615062,15448737,3398748,Berisiko,19700000,18600000,15400000,3400000
14785467,16036538,17594319,577119,Berisiko,14800000,16000000,17600000,600000
3472389,3359438,2956248,353010,Berisiko,3500000,3400000,3000000,400000
18214584,21300549,18394601,1554959,Berisiko,18200000,21300000,18400000,1600000
13812117,12129081,11954104,1707848,Berisiko,13800000,12100000,12000000,1700000
3679905,2221530,1784612,1069054,Perlu Perhatian,3700000,2200000,1800000,1100000
11206854,9601475,7354984,697145,Berisiko,11200000,9600000,7400000,700000
8612662,4704576,4120244,842690,Perlu Perhatian,8600000,4700000,4100000,800000
5528890,1942168,1858726,811493,Sehat,5500000,1900000,1900000,800000
16830088,5105731,4886374,1897053,Sehat,16800000,5100000,4900000,1900000
4657852,1130256,1118596,536843,Sehat,4700000,1100000,1100000,500000
6651121,2176085,1674231,926183,Sehat,6700000,2200000,1700000,900000
8376588,7896404,6116537,1172005,Berisiko,8400000,7900000,6100000,1200000
3916920,3704981,3331713,371673,Berisiko,3900000,3700000,3300000,400000
18235463,7606949,8191785,2237572,Sehat,18200000,7600000,8200000,2200000
18317527,16089465,11897114,1959821,Berisiko,18300000,16100000,11900000,2000000
13273443,12429670,12907403,1010988,Berisiko,13300000,12400000,12900000,1000000
11780160,6670703,7191411,907814,Perlu Perhatian,11800000,6700000,7200000,900000
10465366,4711434,3554409,2118672,Sehat,10500000,4700000,3600000,2100000
8352673,8734661,6536964,1148250,Berisiko,8400000,8700000,6500000,1100000
19973645,7073622,4975974,3666774,Sehat,20000000,7100000,5000000,3700000
4420444,2553805,1884767,534248,Perlu Perhatian,4400000,2600000,1900000,500000
6615744,6750884,6026201,790995,Berisiko,6600000,6800000,6000000,800000
6149161,1479041,1244022,1266978,Sehat,6100000,1500000,1200000,1300000
10241994,3634709,3459258,3504863,Sehat,10200000,3600000,3500000,3500000
12605818,5370484,4292809,2871777,Sehat,12600000,5400000,4300000,2900000
12845483,11127727,11869344,2025617,Berisiko,12800000,11100000,11900000,2000000
7669973,4591061,4058952,840474,Perlu Perhatian,7700000,4600000,4100000,800000
7341083,1717303,1340489,1228516,Sehat,7300000,1700000,1300000,1200000
19193520,13561100,10270225,5045304,Perlu Perhatian,19200000,13600000,10300000,5000000
14552747,4528481,3405469,5762516,Sehat,14600000,4500000,3400000,5800000
9159964,8369940,6015033,694473,Berisiko,9200000,8400000,6000000,700000
12154141,2812055,2298978,3266737,Sehat,12200000,2800000,2300000,3300000
3747523,2162458,2264407,303274,Perlu Perhatian,3700000,2200000,2300000,300000
5671520,3249920,2654486,1697995,Perlu Perhatian,5700000,3200000,2700000,1700000
19200349,4293177,3722772,3853800,Sehat,19200000,4300000,3700000,3900000
11096757,7510367,6060697,1865306,Perlu Perhatian,11100000,7500000,6100000,1900000
6990531,2521509,2274274,2436596,Sehat,7000000,2500000,2300000,2400000
3833214,1836902,1696931,1524201,Sehat,3800000,1800000,1700000,1500000
15987967,16299212,16120285,503783,Berisiko,16000000,16300000,16100000,500000
7465094,3366493,2386462,889349,Sehat,7500000,3400000,2400000,900000
5813059,6480629,4835544,1143361,Berisiko,5800000,6500000,4800000,1100000
14267042,4078264,3048735,3560734,Sehat,14300000,4100000,3000000,3600000
17544337,19405377,16165566,332265,Berisiko,17500000,19400000,16200000,300000
18545424,17213098,18266741,1388669,Berisiko,18500000,17200000,18300000,1400000
17102128,7808594,8282075,4580810,Sehat,17100000,7800000,8300000,4600000
12396550,3869883,3811934,4251946,Sehat,12400000,3900000,3800000,4300000
10064639,3515772,3542207,1218037,Sehat,10100000,3500000,3500000,1200000
11735486,9601674,7375917,1997582,Berisiko,11700000,9600000,7400000,2000000
10602790,6894443,4982711,1441471,Perlu Perhatian,10600000,6900000,5000000,1400000
5754757,2483199,2013695,2203448,Sehat,5800000,2500000,2000000,2200000
16785968,5028433,5271253,4870562,Sehat,16800000,5000000,5300000,4900000
6501032,1488829,1245034,1839151,Sehat,6500000,1500000,1200000,1800000
5021999,2060482,1488971,1164658,Sehat,5000000,2100000,1500000,1200000
14184314,4545600,4377828,4001581,Sehat,14200000,4500000,4400000,4000000
15864932,16966157,16402651,1432708,Berisiko,15900000,17000000,16400000,1400000
6619547,5688603,5622497,1305383,Berisiko,6600000,5700000,5600000,1300000
3901397,908534,769497,1414445,Sehat,3900000,900000,800000,1400000
4186017,3047729,3071573,1056633,Perlu Perhatian,4200000,3000000,3100000,1100000
3472910,3240773,2604020,506403,Berisiko,3500000,3200000,2600000,500000
9563619,3751405,2915694,2488006,Sehat,9600000,3800000,2900000,2500000
9696940,7309922,7597092,993884,Perlu Perhatian,9700000,7300000,7600000,1000000
11679257,2796701,2788717,4188680,Sehat,11700000,2800000,2800000,4200000
12308588,10912947,8381567,1430466,Berisiko,12300000,10900000,8400000,1400000
6807899,5725169,4695943,847014,Berisiko,6800000,5700000,4700000,800000
9705661,4948099,4042190,2487372,Perlu Perhatian,9700000,4900000,4000000,2500000
10227334,4116754,4229548,3783455,Sehat,10200000,4100000,4200000,3800000
5293517,6259951,4816588,962064,Berisiko,5300000,6300000,4800000,1000000
18231167,5776346,5914792,5807893,Sehat,18200000,5800000,5900000,5800000
13548557,7871733,8037226,2783855,Perlu Perhatian,13500000,7900000,8000000,2800000
11997155,6559104,5976436,2593095,Perlu Perhatian,12000000,6600000,6000000,2600000
11514777,6682940,4990136,734073,Perlu Perhatian,11500000,6700000,5000000,700000
14008904,16542618,16998648,284559,Berisiko,14000000,16500000,17000000,300000
9837470,3259296,3110081,2062675,Sehat,9800000,3300000,3100000,2100000
15531913,7066208,7114309,5549727,Sehat,15500000,7100000,7100000,5500000
10193962,10843663,10099641,122813,Berisiko,10200000,10800000,10100000,100000
10647666,3781743,2808424,1705556,Sehat,10600000,3800000,2800000,1700000
11083225,7015957,5165191,2551476,Perlu Perhatian,11100000,7000000,5200000,2600000
11283856,6696040,6703195,947273,Perlu Perhatian,11300000,6700000,6700000,900000
7066010,1902639,1762763,2733550,Sehat,7100000,1900000,1800000,2700000
19621185,10736249,10674486,4231894,Perlu Perhatian,19600000,10700000,10700000,4200000
15821684,5157648,5153647,5094286,Sehat,15800000,5200000,5200000,5100000
15623553,9104182,8665781,2990004,Perlu Perhatian,15600000,9100000,8700000,3000000
7769608,7618168,5656902,1027678,Berisiko,7800000,7600000,5700000,1000000
15895479,13547545,13565180,2986375,Berisiko,15900000,13500000,13600000,3000000
11253005,2615577,2349730,2670747,Sehat,11300000,2600000,2300000,2700000
9857670,4241021,4523608,2242581,Sehat,9900000,4200000,4500000,2200000
19527782,6941015,5017810,2360583,Sehat,19500000,6900000,5000000,2400000
14308531,12407349,9738372,1824273,Berisiko,14300000,12400000,9700000,1800000
13527031,11403452,12361557,889564,Berisiko,13500000,11400000,12400000,900000
3324665,3100856,2771212,66182,Berisiko,3300000,3100000,2800000,100000
4192075,4250070,3088044,411,Berisiko,4200000,4300000,3100000,0
18748343,5107024,4765514,3170799,Sehat,18700000,5100000,4800000,3200000
8992677,8153004,6147483,443403,Berisiko,9000000,8200000,6100000,400000
8157485,3825029,3781949,1208969,Sehat,8200000,3800000,3800000,1200000
18877338,17780508,14183539,2506385,Berisiko,18900000,17800000,14200000,2500000
7071553,4684032,4167811,997916,Perlu Perhatian,7100000,4700000,4200000,1000000
14423228,12513476,10477223,1654892,Berisiko,14400000,12500000,10500000,1700000
13393127,2833664,2080574,2919328,Sehat,13400000,2800000,2100000,2900000
3563674,1293809,1294039,1038129,Sehat,3600000,1300000,1300000,1000000
17812154,15704060,13774597,3332787,Berisiko,17800000,15700000,13800000,3300000
18531575,16992447,12642676,1455897,Berisiko,18500000,17000000,12600000,1500000
10394630,2789296,2900678,3848631,Sehat,10400000,2800000,2900000,3800000
16243077,3489964,2669497,3859120,Sehat,16200000,3500000,2700000,3900000
11010976,8494506,8716294,2608386,Perlu Perhatian,11000000,8500000,8700000,2600000
16736655,9977450,8509606,3184493,Perlu Perhatian,16700000,10000000,8500000,3200000
4861796,1819057,1277559,672616,Sehat,4900000,1800000,1300000,700000
14004869,9186269,7181318,4064211,Perlu Perhatian,14000000,9200000,7200000,4100000
7399683,2111429,1538190,2812081,Sehat,7400000,2100000,1500000,2800000
7073494,4021033,4109590,522976,Perlu Perhatian,7100000,4000000,4100000,500000
4919191,1999884,1545889,1121902,Sehat,4900000,2000000,1500000,1100000
14585302,7659246,6234177,951732,Perlu Perhatian,14600000,7700000,6200000,1000000
17508145,11159758,8159246,1713298,Perlu Perhatian,17500000,11200000,8200000,1700000
17304369,10949569,10402090,3108199,Perlu Perhatian,17300000,10900000,10400000,3100000
5220942,4007902,4029358,753846,Perlu Perhatian,5200000,4000000,4000000,800000
